label,title,abstract,doi,notes_i
ref_190,Optimization of the municipal solid waste management system using a hybrid life cycle assessment–emergy approach in Tehran,"The sustainable design of the waste-management system is of crucial importance for cities like Tehran, capital of Iran. Tehran’s municipal solid-waste management has adopted modern practices and technologies very slowly. This study proposes the optimum pathway to reach maximum environmental benefits as well as the most cost-effective technologies according to the financial limits. The hybrid life cycle assessment (LCA)–emergy approach is applied to utilize the life cycle emissions as an inventory database to estimate the ecosystem services provided by the natural ecosystem to dilute the emissions and compensate raw material consumption. Among organic waste-treatment options, composting is optimally chosen by the hybrid LCA–emergy approach while considering the LCA method solely; the anaerobic digestion is the preferable option. Recycling is the most preferable solution for paper, plastic, and glass in terms of energy recovery and cost saving. However, the budget constraint affects the results. Considering the budget constraint, 65% of ferrous metals are diverted from recycling into metal landfill. Cost reduction of recycling technologies may divert metal flow from landfill to recycling. The limited budget has a significant impact on recycling solutions. Overall, the combination of composting and source separation should be considered as the most sustainable and eco-friendly pathway in Tehran. © 2019, Springer Japan KK, part of Springer Nature.",10.1007/s10163-019-00919-0,"Yes
Life cycle analysis couple with ecosystems services"
ref_192,Review of emergy analysis and life cycle assessment: Coupling development perspective,"Two methods of natural ecosystem assessment-emergy analysis (EMA) and life cycle assessment (LCA)-are reviewed in this paper. Their advantages, disadvantages, and application areas are summarized, and the similarities and differences between these two evaluation methods are analyzed respectively. Their research progress is also sorted out. The study finds that EMA and LCA share common attributes in evaluation processes and research fields, but they focus on different aspects of macrocosms and microcosms. The assessment of system sustainability is valued by both EMA and LCA, but the former has unique advantages in natural system input analysis, and the latter is more convincing in assessing environmental loading capacity. If the system boundaries of the two methods are expanded, in other words, factors such as ecosystem services, labor, and infrastructure construction are integrated into the upstream of the target system, and environmental impact is further analyzed using LCA in the downstream of the system, the two approaches would complete each other. The quantified results would be more objective. Therefore, these two theories have the necessity of coupling development. After reviewing recent coupling application cases, the results show that LCA and EMA have commonality in the upstream of the target system (mainly in inventory database construction), while the environmental impact assessment methods are different in the downstream. So the overall coupling analysis method is not formed. The current paper gives rational suggestions on the coupling development of the two systems in terms of the aggregate emergy flow table, the indicator system construction and indicator evaluation methods. In addition, it is necessary to introduce sensitivity analysis and uncertainty analysis in order to improve the reliability of assessment results. At present, the research on the coupling development of the two theories is in rapid development stage, but there are still many problems that need further exploration. © 2020 by the authors.",10.3390/su12010367,Literature on Life Cycle Assesment
ref_193,Use of optimization tools for decision-making: Accounting for externalities in the production of biobased plastics,"Plastic is one of the most versatile materials, but its production relies on fossil-based resources that have been linked to the increase in GHG emissions. In this sense, biobased plastics arise as an alternative to completely or partly substitute these fossil-based plastics. Nevertheless, it is still unclear if the use of biomass for the production of bioplastics can mitigate the environmental impact of fossil-based plastics and simultaneously provide economic benefits. The proper design of biomass supply chains plays an important role in the development of biobased plastics; however, economic criteria (e.g., maximization of revenues) is the most used parameter to optimize the supply chain, whereas environmental criteria are barely considered. For this purpose, we propose an optimization model that evaluates different supply chain configurations for the production of biobased polyethylene terephthalate (PET) using sugar beet and wheat. The optimization model accounts for the production costs and environmental costs through different methodologies, such as the Life Cycle Costing (LCC) and Life Cycle Assessment (LCA), respectively. We found that the production of biobased terephthalic acid (TPA) directly influences the economic profitability of 100% biobased PET. The selection of feedstock and carbon tax scenario play an important role in the development of biobased supply chains. © 2020, ETA-Florence Renewable Energies. All Rights Reserved.",NA,LCA for supply chain for Plastic value chain?
ref_195,Human health and ocean pollution,"Background: Pollution – unwanted waste released to air, water, and land by human activity – is the largest environmental cause of disease in the world today. It is responsible for an estimated nine million premature deaths per year, enormous economic losses, erosion of human capital, and degradation of ecosystems. Ocean pollution is an important, but insufficiently recognized and inadequately controlled component of global pollution. It poses serious threats to human health and well-being. The nature and magnitude of these impacts are only beginning to be understood. Goals: (1) Broadly examine the known and potential impacts of ocean pollution on human health. (2) Inform policy makers, government leaders, international organizations, civil society, and the global public of these threats. (3) Propose priorities for interventions to control and prevent pollution of the seas and safeguard human health. Methods: Topic-focused reviews that examine the effects of ocean pollution on human health, identify gaps in knowledge, project future trends, and offer evidence-based guidance for effective intervention. Environmental Findings: Pollution of the oceans is widespread, worsening, and in most countries poorly controlled. It is a complex mixture of toxic metals, plastics, manufactured chemicals, petroleum, urban and industrial wastes, pesticides, fertilizers, pharmaceutical chemicals, agricultural runoff, and sewage. More than 80% arises from land-based sources. It reaches the oceans through rivers, runoff, atmospheric deposition and direct discharges. It is often heaviest near the coasts and most highly concentrated along the coasts of low- and middle-income countries. Plastic is a rapidly increasing and highly visible component of ocean pollution, and an estimated 10 million metric tons of plastic waste enter the seas each year. Mercury is the metal pollutant of greatest concern in the oceans; it is released from two main sources – coal combustion and small-scale gold mining. Global spread of industrialized agriculture with increasing use of chemical fertilizer leads to extension of Harmful Algal Blooms (HABs) to previously unaffected regions. Chemical pollutants are ubiquitous and contaminate seas and marine organisms from the high Arctic to the abyssal depths. Ecosystem Findings: Ocean pollution has multiple negative impacts on marine ecosystems, and these impacts are exacerbated by global climate change. Petroleum-based pollutants reduce photosynthesis in marine microorganisms that generate oxygen. Increasing absorption of carbon dioxide into the seas causes ocean acidification, which destroys coral reefs, impairs shellfish development, dissolves calcium-containing microorganisms at the base of the marine food web, and increases the toxicity of some pollutants. Plastic pollution threatens marine mammals, fish, and seabirds and accumulates in large mid-ocean gyres. It breaks down into microplastic and nanoplastic particles containing multiple manufactured chemicals that can enter the tissues of marine organisms, including species consumed by humans. Industrial releases, runoff, and sewage increase frequency and severity of HABs, bacterial pollution, and anti-microbial resistance. Pollution and sea surface warming are triggering poleward migration of dangerous pathogens such as the Vibrio species. Industrial discharges, pharmaceutical wastes, pesticides, and sewage contribute to global declines in fish stocks. Human Health Findings: Methylmercury and PCBs are the ocean pollutants whose human health effects are best understood. Exposures of infants in utero to these pollutants through maternal consumption of contaminated seafood can damage developing brains, reduce IQ and increase children’s risks for autism, ADHD and learning disorders. Adult exposures to methylmercury increase risks for cardiovascular disease and dementia. Manufactured chemicals – phthalates, bisphenol A, flame retardants, and perfluorinated chemicals, many of them released into the seas from plastic waste – can disrupt endocrine signaling, reduce male fertility, damage the nervous system, and increase risk of cancer. HABs produce potent toxins that accumulate in fish and shellfish. When ingested, these toxins can cause severe neurological impairment and rapid death. HAB toxins can also become airborne and cause respiratory disease. Pathogenic marine bacteria cause gastrointestinal diseases and deep wound infections. With climate change and increasing pollution, risk is high that Vibrio infections, including cholera, will increase in frequency and extend to new areas. All of the health impacts of ocean pollution fall disproportionately on vulnerable populations in the Global South – environmental injustice on a planetary scale. Conclusions: Ocean pollution is a global problem. It arises from multiple sources and crosses national boundaries. It is the consequence of reckless, shortsighted, and unsustainable exploitation of the earth’s resources. It endangers marine ecosystems. It impedes the production of atmospheric oxygen. Its threats to human health are great and growing, but still incompletely understood. Its economic costs are only beginning to be counted. Ocean pollution can be prevented. Like all forms of pollution, ocean pollution can be controlled by deploying data-driven strategies based on law, policy, technology, and enforcement that target priority pollution sources. Many countries have used these tools to control air and water pollution and are now applying them to ocean pollution. Successes achieved to date demonstrate that broader control is feasible. Heavily polluted harbors have been cleaned, estuaries rejuvenated, and coral reefs restored. Prevention of ocean pollution creates many benefits. It boosts economies, increases tourism, helps restore fisheries, and improves human health and well-being. It advances the Sustainable Development Goals (SDG). These benefits will last for centuries. Recommendations: World leaders who recognize the gravity of ocean pollution, acknowledge its growing dangers, engage civil society and the global public, and take bold, evidence-based action to stop pollution at source will be critical to preventing ocean pollution and safeguarding human health. Prevention of pollution from land-based sources is key. Eliminating coal combustion and banning all uses of mercury will reduce mercury pollution. Bans on single-use plastic and better management of plastic waste reduce plastic pollution. Bans on persistent organic pollutants (POPs) have reduced pollution by PCBs and DDT. Control of industrial discharges, treatment of sewage, and reduced applications of fertilizers have mitigated coastal pollution and are reducing frequency of HABs. National, regional and international marine pollution control programs that are adequately funded and backed by strong enforcement have been shown to be effective. Robust monitoring is essential to track progress. Further interventions that hold great promise include wide-scale transition to renewable fuels; transition to a circular economy that creates little waste and focuses on equity rather than on endless growth; embracing the principles of green chemistry; and building scientific capacity in all countries. Designation of Marine Protected Areas (MPAs) will safeguard critical ecosystems, protect vulnerable fish stocks, and enhance human health and well-being. Creation of MPAs is an important manifestation of national and international commitment to protecting the health of the seas. © 2020 The Author(s).",10.5334/aogh.2831,Yes on ocean pollutions
ref_196,Big data analytics of a waste recycling simulation logistics system,"Our paper is focused on data evaluation about the full recycling of waste by special statistical software and by using the principles of logistics. The paper goes further than the paper entitled “Environmental assessment of waste recycling based on principles of logistics and computer simulation design,” which outputs a number of data that need to be reviewed and evaluated separately. Data, representing 15 types of waste for 5 years, enter the analysis. There were the types of waste that make up the most important part of the total waste production by means of descriptive statistics. Thanks to this, they were identified as the most important (from the production point of view) plastic granules with an average of 755.05 t/month, glass with an average of 672.233 t/month and paper with the average of 645.25 t/month. The persistence of particular waste type generation was examined by the variation coefficient in order to reduce the risk of supply of these secondary raw materials in the downstream supply chain. Selected waste elements can be considered relatively stable with a variation coefficient in the range 2.4-4.1%; the least stable type is electronic dust with a coefficient of variation of up to almost 23%. © 2020, HARD Publishing Company. All rights reserved.",10.15244/pjoes/108684,Smart collector?
ref_210,Moving urban political ecology beyond the ‘urbanization of nature’,"Urban political ecology (UPE) focuses on unsettling traditional understandings of ‘cities’ as ontological entities separate from ‘nature’ and on how the production of settlements is metabolically linked with flows of capital and more-than-human ecological processes. The contribution of this paper is to recalibrate UPE to new urban forms and processes of extended urbanization. This exploration goes against the reduction of what goes on outside of cities to processes that emanate unidirectionally from cities. Acknowledging UPE’s rich intellectual history and aiming to enrich rather than split the field, this paper identifies four emerging discourses that go beyond UPE’s original formulation. © The Author(s) 2020.",10.1177/0309132520903350,Urban ecology
ref_212,"Environmental regulation, governance, and policy instruments, 20 years after the stick, carrot, and sermon typology","In 1998, Evert Vedung posited a typology of policy instruments making governing akin to a conversation with a donkey: regulatory (sticks), economic (carrots) and information-based (sermons) instruments. Kathryn Harrison later applied this typology to pollution control in her popular ‘Talking with the Donkey’ piece. Though command-and-control instruments were central up until the late 1990s, growing global interest in ‘New Environmental Policy Instruments’ (NEPI) led to a disinterest in regulatory mechanisms and an increase in attention to information-based and economic instruments. Are governments using regulation as a policy instrument now more than before or are they choosing policy mixes? In this paper, I examine the state of the art regarding regulation as an environmental policy instrument by exploring whether the apparent shift to NEPI did reduce interest in environmental regulation as a policy instrument. I find that policy experiments with models of policy instruments led to increased interest in policy instrument mixes. Evidence from a systematic review of JEPP scholarship and a broader scholarly review of the literature on environmental policy instruments over the past 20 years focused on drinking water and solid waste governance suggest that policy mixes might work best when faced with conditions of uncertainty and governance complexity. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/1523908X.2020.1792862,environmental governance
ref_216,The principles of green and sustainability science,"This book uses the concept of sustainability in science to address problems afflicting the environment, and to devise measures for improving economies, societies, behaviors, and people. The book pursues a scientific approach, and uses scientific evidence as the basis for achieving sustainability. The key topics addressed include: unemployment, health and disease, unsustainable production, our common future, renewable energies, waste management, environmental ethics, and harmful anthropogenic activities. Whereas past literature has mainly examined sustainability as an environmental issue, this book expands the conversation into various sciences, including mathematics, biology, agriculture, computer science, engineering, and physics, and shows how sustainability could be achieved by uniting these fields. It offers a wealth of information across various disciplines, making it not only an intriguing read but also informative and insightful. © Springer Nature Singapore Pte Ltd. 2020.",10.1007/978-981-15-2493-6,"Maybe
Book on sustainability"
ref_217,The Political Economy of (Un)Sustainable Production and Consumption: A Multidisciplinary Synthesis for Research and Action,"Despite widespread recognition of the need to transition toward more sustainable production and consumption and numerous initiatives to that end, global resource extraction and corresponding socio-ecological degradation continue to grow. Understanding the causes of this persistent failure is a necessary step towards more effective action. This article contributes to that understanding by synthesizing theory and evidence that links unsustainable production-consumption systems to power and inequality. While sustainable consumption and production research and action mostly focuses on technological or behavioral change, the socio-ecological inequalities driving production-consumption systems built into the organization of our global political economy, remain largely overlooked. In response, we propose a structural political economy orientation that seeks explicitly to reduce these inequalities and advance environmental justice and, thus, create the conditions for sustainable production-consumption systems. We then propose three important arenas of research and action towards sustainable production-consumption systems: justice, governance, and co-production of knowledge and action. These arenas, collectively and individually, can serve as entry points to study and act on the dynamics of (un)sustainable production-consumption systems. This can be done at the micro level, with respect to specific commodity chains or systems of provisioning, or at meso and macro levels with respect to national and global production networks. Our proposed orientation helps distinguish research and practice proposals into those emphasizing management and compensation resulting often in persistence of unsustainability, from those proffering structural changes in unsustainable production-consumption systems. We invite critique and collaboration to develop this research and action agenda further. © 2020",10.1016/j.resconrec.2020.105265,"Sustainable consumption
maybe interesting?"
ref_218,Appropriation of sustainability priorities to gain strategic advantage in a supply chain,"Purpose: The authors develop a methodology to select appropriate sustainable supply chain indicators (SSCIs) to measure Sustainable Development Goals (SDGs) in the global supply chain. Design/methodology/approach: SSCIs are identified by reviewing the extant literature and topic modeling. Further, they are evaluated based on existing SDGs and ranked using the fuzzy technique for order preference by similarity to ideal solution (TOPSIS) method. Notably, the evaluation of indicators is a multi-criteria decision-making (MCDM) process within a fuzzy environment. The methodology has been explained using a case study from the automobile industry. Findings: The case study identifies appropriate SSCIs and differentiates them among peer suppliers for gaining a competitive advantage. The results reveal that top-ranked sustainability indicators include the management of natural resources, energy, greenhouse gas (GHG) emissions and social investment. Practical implications: The study outcome will enable suppliers, specialists and decision makers to understand the criteria that improve supply chain sustainability in the automobile industry. The analysis provides a comprehensive understanding of the competitive package of indicators for gaining strategic advantage. This proactive sustainability indicator selection promotes and enhances sustainability reporting while fulfilling regulatory requirements and increasing collaboration potential with trustworthy downstream partners. This study sets the stage for further research in SSCIs’ competitive strategy in the automobile industry along with its supply chains. Originality/value: This study is unique as it provides a framework for determining relevant SSCIs, which can be distinguished from peer suppliers, while also matching economic, environmental and social metrics to achieve a competitive advantage. © 2020, Emerald Publishing Limited.",10.1108/IJPPM-06-2020-0298,Para Pavlo
ref_220,The hierarchy of resource use for a sustainable circular economy,"Purpose: The original principles of the hierarchy of resource use seem to have been forgotten. The purpose of this paper is to address the necessity of these principles in order for a circular economy (CE) to be sustainable. Design/methodology/approach: This is a general review paper explaining today’s shortcomings in a CE and in the waste hierarchy. Its theoretical contribution is illustrated using the example of marine plastic waste in the Arctic, as well as the EU’s action plan for a CE: “Closing the loop”. Findings: There is a need to reduce raw materials into the economy directly and not only as a potential result of recycling. This is supported theoretically and by illustrating that the EU’s action plan is closing the loop primarily from the output side. Research limitations/implications: The theoretical possibility of complete recycling rests on a premise that is now at odds with a sustainable development. Social implications: The power of existing raw material production cycles must be challenged to allow reduction to be a real option. If not, a CE may exacerbate a moral trade-off by the current generation reducing the safe operating space of future living beings. Originality/value: The theoretical possibility of recycling everything, also known as the technology-optimist view, has played the role of a safety net for humanity. As we are now exceeding planetary boundaries for a safe and just space for humanity, this theoretical safety net is no longer valid. Instead, we must reinforce the basic principles of the hierarchy of resource use. © 2019, Emerald Publishing Limited.",10.1108/IJSE-02-2019-0103,Circular Econmy
ref_221,"Towards a circular economy: Using stakeholder subjectivity to identify priorities, consensus, and conflict in the Irish EPS/XPS market","In European Seas, plastic litter from fishing activities, river transport, and poor waste management is one of the fastest growing threats to the health of the marine environment. Extruded polystyrene (XPS) and expanded polystyrene (EPS), specifically, have become some of the most prominent types of marine litter found around Europe's coastlines. To combat this problem, the European Commission has ratified a series of regulations and policies, including the Single-Use Plastics Directive and the EU Action Plan for the Circular Economy. However, in order to ensure that the benefits of such regulations and policies are realized at a scale that can adequately address the scope of the problem, decision-makers will need to integrate the opinions, values, and priorities of relevant stakeholders who operate across the EPS/XPS product lifecycle. In this study, we apply a 35-statement Q-methodology to identify the priorities of stakeholders as they relate to the Irish EPS/XPS market and the wider societal transition to a circular economy. Based on the responses of nineteen individuals representing industry, policy-makers, and community leaders, we identified three distinct perspectives: System Overhaul; Incremental Upgrade; and Market Innovation. The results demonstrate that the type and format of policy interventions linked to Ireland's EPS/XPS circular economy are heavily contested, which presents significant challenges for driving the debate forward. These results provide valuable information on viewpoints that can be used by different stakeholders at national and EU levels to address areas of conflict, ultimately fostering the development of more effective, broadly supported co-developed policies. © 2019 by the authors.",10.3390/su11236834,Maybe for Alexis?
ref_222,The Potential of Industrial Symbiosis: Case Analysis and Main Drivers and Barriers to Its Implementation,"Industrial symbiosis, which is characterised mainly by the reuse of waste from one company as raw material by another, has been applied worldwide with recognised environmental, economic, and social benefits. However, the potential for industrial symbiosis is not exhausted in existing cases, and there is still a wide range of opportunities for its application. Through a comprehensive literature review, this article aims to compile and analyse studies that focus on potential industrial symbiosis in real contexts, to highlight the margin of optimisation that is not being used. The cases reported in the publications identified here were characterised and analysed according to geographic location, type of economic activity, waste/by-products, main benefits, and the methods employed in the studies. From this analysis, we conclude that there is great potential for applications involving industrial symbiosis throughout the world, and especially in Europe, corresponding to 53% of the total cases analysed. Manufacturing stood out as the sector with the highest potential for establishing symbiosis relationships, and the most common types of waste streams in potential networks were organic, plastic and rubber, wood, and metallic materials. This article also discusses the main drivers and barriers to realising the potential of industrial symbiosis. The diversity of industries, geographical proximity, facilitating entities and legislation, plans, and policies are shown to be the main drivers. © 2019 by the authors.",10.3390/su11247095,industrial symbiosis
ref_225,Circular economy and the matter of integrated resources,"A circular economy offers solutions for global sustainability challenges through the transition from the linear take-make-use-dispose economy to a better organisation of resources. However, realising a circular economy has ran into various biophysical constraints. Circular economy implementation is shaped by the Ellen MacArthur Foundation's butterfly diagram that depicts ‘biological’ and ‘technical’ flows as separate cycles, subsequently interpreted as organic materials circulating in open loop systems via the environment and inorganic materials circulating in closed loop systems within society. Conversely, in our view, resource flows often contain tightly bound combinations of organic and inorganic materials either due to their natural composition or due to their technical design. Building on this observation, a new diagram is proposed that broadens the scope of the circular economy to cover extractive sectors and the return of materials from anthropogenic use to natural reserves, thereby reshaping the conceptual space within which solutions such as effective zero-waste-residue technologies, business models, and policies can be developed for the optimal management of integrated resources from a whole-system perspective. The diagram offers a realistic outlook on the biophysical limitations of circularity and endeavours to inspire discussion that supports the transition towards a sustainable circular economy. © 2019",10.1016/j.scitotenv.2019.06.449,NA
ref_227,Evaluating circular economy under a multi-parametric approach: A technological review,"A circular economy (CE) is conceptualized under different rounds of materials and energy cycling flows and is a matter of a three-level deployment: inter-enterprise circulation, regional circulation, and social circulation. Regarding them, the aim of this research was to get an update on the current technological advances and the perspectives of its implementation. Thus, a multi-parametric approach has been conducted to analyze the functionality of technologies in wastewater treatment, organic waste management, agrarian development, and food waste in the context of CE. Beside the narrative of the technological view, a critical approach assimilates the environmental, marketing, economic, governmental, and procedural viewpoints and leads to key indicators which are subject to positive and negative externalities. Due to this co-existence, we denoted the complexity of CE principle implementation and the need for specific envisage in each case, while proposing strategies are formulated in the light of social-environmental impact. Finally, further research gaps were proposed for deeper consideration. © 2019 by the authors.",10.3390/su11216139,Circular economy aspects
ref_229,Life cycle assessment and the willingness to pay of waste polyester recycling,"As an important approach to recover solid waste, the recycling of waste polyester has drawn a growing level of public concern. This study aims to investigate the life cycle assessment and social cost of life cycle assessment of waste polyester recycling. The results show that the polyester recycling process itself has significant environmental impact on global warming, fossil resource scarcity, human carcinogenic toxicity, water consumption and terrestrial ecotoxicity. Global warming, terrestrial ecotoxicity and land use are the most influential categories of social cost of life cycle assessment, with a contribution of 55.7%, 10.9% and 6.3% respectively. Through key process identification, sensitivity analysis and integrated evaluation study, it is found that electricity generation, direct air emissions and transportation are key processes that affect social cost of life cycle assessment and life cycle assessment. The effects of these key processes on social cost of life cycle assessment are greater than that on life cycle assessment. Consequently, the corresponding optimization measures are proposed in order to improve the sustainability performance of polyester industry. © 2019 Elsevier Ltd",10.1016/j.jclepro.2019.06.123,Environmental impact of Recycling
ref_232,Landfill impacts on the environment— review,"Waste management (WM) is a demanding undertaking in all countries, with important implications for human health, environmental preservation, sustainability and circular economy. The method of sanitary landfilling for final disposal of waste remains a generally accepted and used method but the available scientific evidence on the waste-related environmental and health effects is not conclusive. Comparative studies of various WM methods (landfilling, incineration, composting etc.) show that among the municipal solid waste (MSW) treatment and disposal technological options, sanitary landfilling or open dumping is popular in most countries because of the relative low cost and low-technical requirement. The European Union (EU) Directive on waste landfills has introduced specific goals for reducing the volume of disposed waste and very strict requirements for landfilling and landfill sites. Evaluation of the impact of landfills on the environment is a crucial topic in the literature and has received increased attention recently, given growing environmental concerns. The main goal of this survey was to conduct a comprehensive assessment of possible impacts of MSW landfills on the environment. The main conclusion of the overall assessment of the literature is that the disposal of MSW in landfills entails a number of environmental risks but with respect to the current situation and rich style of living adopted in industrially developed countries, the idea of WM systems functioning without landfilling—at least in the foreseeable future within one generation—seems to be somewhat unreal. The results also provided important information of landfills as a source of environmental risk. Results of this research may have an important impact on landfill management and the disposal of waste. From the literature review, it is evident that even if high levels of waste avoidance, reuse and recycling are achieved, some waste materials will always need to be forwarded for disposal. © 2019 by the author. Licensee MDPI, Basel, Switzerland.",10.3390/geosciences9100431,landfill impacts
ref_233,Circular cities,"A circular approach to the way in which we manage the resources consumed and produced in cities – materials, energy, water and land – will significantly reduce the consumption of finite resources globally. It will also help to address urban problems including resource security, waste disposal, greenhouse gas emissions, pollution, heating, drought and flooding. Taking a circular approach can also tackle many other socio-economic problems afflicting cities, for example, providing access to affordable accommodation, expanding and diversifying the economic base, building more engaged and collaborative communities in cities. Thus it has great potential to improve our urban living environments. To date, the industrial ecologists and economists have tended to dominate the circularity debate, focusing on closed-loop industrial systems and circular economy (circular businesses and systems of provision). In this paper I investigate why the current state-of-the-art conceptualisation for circular economy (RESOLVE) is inadequate when applied to a city. Through this critique and a broader review of the literature I identify the principles and components which are lacking from the circular economy (CE) conceptualisation when applied to a city. I then use this to develop my own definition and conceptualisation of a circular approach to urban resource management. © Urban Studies Journal Limited 2019.",10.1177/0042098018806133,NA
ref_237,"Cross-disciplinary approaches towards smart, resilient and sustainable circular economy","Environmental sustainability has gained increasing attention in recent years due to the evident impacts of rapid economic growth and urbanisation. Efficient resources and utility management is one of the vital strategies to minimise waste/losses, pollution and extraction of virgin resources. It facilitates the development of a circular economy. This review discusses the cross-disciplinary approaches devoted to clean technologies, process modelling, monitoring and management framework in the effort to mitigating GHG, air (causing, e.g. smog/haze) and water pollution. The review focuses on the roles of (a) Energy and water management, (b) Waste management and (c) Green policy and pollution minimisation strategies. Each section is divided into two sub-sections starting with the introduction on the assessed areas, followed by the sections based on the latest contribution of a Special Volume and the proposed direction for future research. This review suggests (i) More studies based on case studies in real life context and prototypes involving consensus building among the stakeholders, proven by viable economic feasibility analyses, are needed to enable environmental sustainability. (ii) Data availability, enabling policy and cost of investment is the common barrier to put the proposed solutions or methodologies into practice. (iii) Substantial improvement of environmental sustainability can be benefited through the waste (solid, water, heat) recovery. © 2019 Elsevier Ltd",10.1016/j.jclepro.2019.05.266,NA
ref_241,Household waste sorting and engagement in everyday life occupations after migration-a scoping review,"The aim of this scoping review was to gain an overview of the current state of the literature on the engagement in waste sorting post migration from an occupational perspective, in the light of two aspects sustainability efforts currently face: Increased human migration and environmental degradation. Both the resource recovery and occupational science literature were reviewed and analyzed. However, despite the current lack on studies on how migrants' transition into waste sorting schemes at the household level, this scoping review was able to provide a broad picture of the engagement in daily activities that support sustainability, such as household waste sorting. Given the current initiatives to develop efficient resource recovery from waste, such knowledge contributes to efforts to engage households with different cultures and experiences in waste sorting. The results highlight the importance of future research to better understand how people who are new to waste management schemes experience these, and study the way that engagement in waste sorting shifts and transforms. This is because providing such knowledge can contribute to raising awareness of the environmental impact of waste sorting, and inform policies aimed at sustainable waste management. © 2019 by the authors.",10.3390/su11174701,"Waste sorting review.. 
Important for the smart collector?"
ref_243,"Marine plastic pollution: Sources, impacts, and policy issues","Plastics have been instrumental in providing access to clean drinking water, medical applications, and improved hygiene and food safety. However, plastics also cause problems. More than 10 million tons of plastic enter the oceans annually. Marine plastic pollution has documented impacts on marine organisms and ecosystem services. The use of chemical additives in plastics also poses a potential threat to human health. While desirable, recycling of plastics is currently constrained by material and chemical complexity, limitations in available technologies, and market demands. This article provides a brief introduction to plastic materials, marine plastic pollution, and its potential effects on marine ecosystems and human health. We also discuss some of the policy and technical issues and suggest priorities for further research. © 2019 The Author(s) 2019. Published by Oxford University Press on behalf of the Association of Environmental and Resource Economists. All rights reserved. For permissions, please email: journals.permissions@oup.com.",10.1093/reep/rez012,marine plastics
ref_251,Ecosystem services of partial organic substitution for chemical fertilizer in a peri-urban zone in China,"Chemical nitrogen fertilizer application in the peri-urban zone has benefited food supply, but excess nitrogen input has altered multiple ecosystem services and caused an array of ecosystem dis-services that have degraded air and water quality. Using sewage sludge compost and pig manure to partially substitute chemical fertilizer nitrogen may promote sustainable ecosystem services. However, few studies have been conducted to evaluate the values of associate ecosystem services with a unified standard. To comprehensively understand the effect of partial organic substitution on ecosystem services (supporting vegetable production and sequestering soil organic carbon) and ecosystem dis-services (greenhouse gas emissions and reactive nitrogen release), we attempted to evaluate the ecosystem service from the perspective of economic assessment. A field experiment was conducted in a peri-urban zone in eastern China, including the following six treatments at equal total nitrogen application rates: (1) no fertilizer nitrogen applied; (2) 25% sewage sludge compost substitution; (3) 25% pig manure substitution; (4) 50% sewage sludge compost substitution; (5) 50% pig manure substitution and (6) chemical fertilizer nitrogen only. The results showed that partial organic substitution significantly increased annual vegetable yield by 27.8%–35.3% and annual soil organic carbon sequestration rate by 129.2%–213.8%. Moreover, greenhouse gas emissions (methane and nitrous oxide) were significantly decreased by 28.6%–43.2%; nitrogen leaching and runoff were significantly decreased by 39.0%–49.5% and 26.8%–62.0%, respectively; and ammonia volatilization was increased by 2.4%–27.8%. Overall, partial substitution with organic fertilizer decreased total reactive nitrogen losses by 19.9%–39.8% compared with the 100% chemical fertilizer nitrogen treatment. Although additional labor and higher input costs were required, partial organic substitution could obtain a higher net economic benefit of 25198–90670 ¥ ha −1 yr −1 compared with the sole application of chemical fertilizer nitrogen. The results suggest that partial substitution of chemical fertilizer with organic fertilizer can sustain ecosystem services and reduce ecosystem dis-services in the peri-urban zone and increase economic profits for farmers. © 2019 Elsevier Ltd",10.1016/j.jclepro.2019.03.201,Ecosystems services examples
ref_252,Biodiversity impact assessment of building's roofs based on Life Cycle Assessment methods,"To fight against the biodiversity loss and to take advantage of ecosystem services that nature can offer, urban planners integrate green spaces in urban projects. However to assess green spaces, attention is generally paid to local biodiversity (i.e. “in situ”)which concerns the plot on which buildings are constructed. The biodiversity impacted outside the construction site (i.e. “ex situ”)which concerns the extraction of materials, transportation and waste, is rarely associated to the project assessment. In this study, two endpoint Life Cycle Assessment (LCA)methods are applied: ReCiPe 2016 and Impact World + to assess a conventional roof and three different types of green roofs. As Life Cycle Inventory (LCI)data about urban plants are missing, we created new data to model the vegetation layer of green roofs by collecting information nearby plants nursery. This work shows that 1)extensive green roof generates the least biodiversity loss, 2)“ex situ” biodiversity is 10 times more impacted than “in situ” biodiversity, 3)the impact of the vegetation layer on the biodiversity loss is significant. LCA methods do not enable to cover all pressures threatening biodiversity and they also lack precision to assess “in situ” biodiversity. Nevertheless, their main strength is to consider “ex situ” biodiversity along the value chain of the studied systems. Coupling LCA with ecological expertise should improve the assessment by taking into account local specificities and both negative and positive impacts of a system (e.g. “in situ” biodiversity gains with green roofs). © 2019 Elsevier Ltd",10.1016/j.buildenv.2019.04.014,"Yes,
Ecosystem services approaches"
