Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Aradhye H.B., Davis J.F., Bakshi B.R.","6602872922;24293230200;7004361932;","ART-2 and multiscale ART-2 for on-line process fault detection - Validation via industrial case studies and Monte Carlo simulation",2002,"Annual Reviews in Control","26 I",,,"113","127",,16,"10.1016/S1367-5788(02)80020-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036394665&doi=10.1016%2fS1367-5788%2802%2980020-7&partnerID=40&md5=870159c102bf2cf1917fc7e56f5fd09f","Machine Vision and Robotics Group, SRI International, Menlo Park, CA, United States; Dept. of Chem. Eng., University of California, Los Angeles, CA, United States; Dept. of Chem. Eng., Ohio State University, Columbus, OH, United States","Aradhye, H.B., Machine Vision and Robotics Group, SRI International, Menlo Park, CA, United States; Davis, J.F., Dept. of Chem. Eng., University of California, Los Angeles, CA, United States; Bakshi, B.R., Dept. of Chem. Eng., Ohio State University, Columbus, OH, United States","Data from most industrial processes contain contributions at multiple scales in time and frequency. In contrast, most existing methods for fault detection are best for detecting events at only one scale. This paper provides experimental validation and insight into a new method of process fault detection based on the integration of multiscale signal representation and scale-specific clustering-based diagnosis. The multiscale ART-2 (MSART-2) algorithm models normal process operation as clusters of wavelet coefficients at different scales. It detects a process change when one or more wavelet coefficients of test data violate similarity thresholds with respect to clusters of normal data at that scale. Especially in industrial situations where the nature of the abnormal features is not known a priori, MSART provides better average performance due to its ability to adapt to the scale of the features. In contrast to most other multiresolution schemes, this framework exploits clustering behavior of wavelet coefficients of multiple variables for the purpose of scale selection and feature extraction. Detailed performance comparisons, based on rigorous Monte-Carlo simulations as well as industrial data from a large scale petrochemical process, are provided. Our results show that MSART-2 significantly improves the detection performance of the ART-2 detection algorithm over a broad range of process anomalies. Results are compared with single-scale and multiscale versions of PCA for benchmarking purposes.","Adaptive resonance theory (ART); Principal component analysis (PCA); Process monitoring and fault diagnosis; Wavelets","Algorithms; Computer simulation; Failure analysis; Feature extraction; Industrial applications; Markov processes; Monte Carlo methods; Principal component analysis; Wavelet transforms; Adaptive Resonance Theory; Multiscale adaptive resonance theory algorithm; Multiscale signal representation; On-line process fault detection; Scale-specific clustering-based diagnosis; Statistical process control",Article,"Final","",Scopus,2-s2.0-0036394665
"Villars P., Brandenburg K., Berndt M., LeClair S., Jackson A., Pao Y.-H., Igelnik B., Oxley M., Bakshi B., Chen P., Iwata S.","7004197457;7007147552;35333705100;7005884842;7402786136;7103391826;6602691121;7005045889;7004361932;7408353544;35399972700;","Binary, ternary and quaternary compound former/nonformer prediction via Mendeleev number",2001,"Journal of Alloys and Compounds","317-318",,,"26","38",,51,"10.1016/S0925-8388(00)01410-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035849065&doi=10.1016%2fS0925-8388%2800%2901410-9&partnerID=40&md5=64c94d24ead1f6b1a81622a0e70a7d79","Material Phases Data System (MPDS), CH-6354 Vitznau, Switzerland; Crystal Impact, Bonn, Germany; Materials and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, United States; Case Western Reserve University, Cleveland, OH, United States; Air Force Institute of Technology, Wright-Patterson AFB, United States; Ohio State University, Columbus, OH, United States; Wright State University, Fairborn, OH, United States; University of Tokyo, RACE, Tokyo, Japan","Villars, P., Material Phases Data System (MPDS), CH-6354 Vitznau, Switzerland; Brandenburg, K., Crystal Impact, Bonn, Germany; Berndt, M., Crystal Impact, Bonn, Germany; LeClair, S., Materials and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, United States; Jackson, A., Materials and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, United States; Pao, Y.-H., Case Western Reserve University, Cleveland, OH, United States; Igelnik, B., Case Western Reserve University, Cleveland, OH, United States; Oxley, M., Air Force Institute of Technology, Wright-Patterson AFB, United States; Bakshi, B., Ohio State University, Columbus, OH, United States; Chen, P., Wright State University, Fairborn, OH, United States; Iwata, S., University of Tokyo, RACE, Tokyo, Japan","A significant breakthrough has been achieved in the design of new materials by using materials databases, semiempirical approaches and neural networks. It was found in the present work that a nonlinear expression involving one elemental property parameter can be used to predict, with an overall accuracy exceeding 99%, the occurrence of a compound for any binary, ternary or quaternary system. This elemental property parameter, referred to as the Mendeleev number, was conceived by D.G. Pettifor in 1983 to group binary compounds by crystal structures. The immediate profit of this discovery is the obvious savings, in time and resources, relative to the investigation of yet-to-be-studied, materials systems. In the longer term the relation found here will make it possible to better define the search space for the development of new materials and encourage attempts to predict more specific information such as stoichiometries, crystal structures and physical properties. © 2001 Elsevier Science B.V.","Compound prediction; Materials databases; Materials design; Neural networks","Crystal structure; Database systems; Neural networks; Stoichiometry; Ternary systems; Materials databases; Materials design; Mendeleev number; Binary alloys",Article,"Final","",Scopus,2-s2.0-0035849065
"Bakshi B.R., Nounou M.N., Goel P.K., Shen X.","7004361932;56904347600;13309362900;7402721513;","Multiscale Bayesian rectification of data from linear steady-state and dynamic systems without accurate models",2001,"Industrial and Engineering Chemistry Research","40","1",,"261","274",,15,"10.1021/ie990905p","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035151098&doi=10.1021%2fie990905p&partnerID=40&md5=50c70f04ce7e0348f940912630ff6142","Department of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States; Department of Statistics, The Ohio State University, Columbus, OH 43210, United States","Bakshi, B.R., Department of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States; Nounou, M.N., Department of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States; Goel, P.K., Department of Statistics, The Ohio State University, Columbus, OH 43210, United States; Shen, X., Department of Statistics, The Ohio State University, Columbus, OH 43210, United States","A common situation in chemical processes is that the measured data come from a dynamic process, but the available accurate process models only represent steady-state behavior. Furthermore, process data usually contain multiscale features due to different localizations in time and frequency. Existing methods for rectifying dynamic data require an accurate dynamic process model and are best for rectifying single-scale data. This paper presents a multiscale Bayesian approach for rectification of measurements from linear steady-state or dynamic processes with a steady-state model or without a model. This approach exploits the ability of wavelets to approximately decorrelate many autocorrelated stochastic processes and to extract deterministic features in a signal. The decorrelation ability results in wavelet coefficients at each scale that contain almost none of the process dynamics. Consequently, these wavelet coefficients can be rectified without a model or with a steady-state process model. The dynamics are captured in the wavelet domain by the scale-dependent variance of the wavelet coefficients and the last scaled signal. The proposed approach uses a scale-dependent prior for rectifying the wavelet coefficients and rectifies the last scaled signal without a model. In addition to more accurate rectification than existing methods, the multiscale Bayesian approach can eliminate the less relevant scales from the rectification before actually rectifying the data, resulting in significant savings in computation. This paper focuses on the rectification of Gaussian errors, but the approach is general and can be easily extended to other types of error distributions.A common situation in chemical processes is that the measured data come from a dynamic process, but the available accurate process models only represent steady-state behavior. Furthermore, process data usually contain multiscale features due to different localizations in time and frequency. Existing methods for rectifying dynamic data require an accurate dynamic process model and are best for rectifying single-scale data. This paper presents a multiscale Bayesian approach for rectification of measurements from linear steady-state or dynamic processes with a steady-state model or without a model. This approach exploits the ability of wavelets to approximately decorrelate many autocorrelated stochastic processes and to extract deterministic features in a signal. The decorrelation ability results in wavelet coefficients at each scale that contain almost none of the process dynamics. Consequently, these wavelet coefficients can be rectified without a model or with a steady-state process model. The dynamics are captured in the wavelet domain by the scale-dependent variance of the wavelet coefficients and the last scaled signal. The proposed approach uses a scale-dependent prior for rectifying the wavelet coefficients and rectifies the last scaled signal without a model. In addition to more accurate rectification than existing methods, the multiscale Bayesian approach can eliminate the less relevant scales from the rectification before actually rectifying the data, resulting in significant savings in computation. This paper focuses on the rectification of Gaussian errors, but the approach is general and can be easily extended to other types of error distributions.",,"Mathematical models; Maximum likelihood estimation; Optimization; Probability distributions; Random errors; Random processes; Statistical tests; Linear steady state systems; Multiscale bayesian rectification; Wavelets coefficients; Measurement errors; accuracy; article; Bayes theorem; calculation; chemical engineering; dynamics; statistical analysis; statistical model; system analysis",Article,"Final","",Scopus,2-s2.0-0035151098
"Nounou M.N., Bakshi B.R., Goel P.K., Shen X.","56904347600;7004361932;13309362900;7402721513;","Improving principal component analysis using Bayesian estimation",2001,"Proceedings of the American Control Conference","5",,,"3666","3671",,3,"10.1109/acc.2001.946204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034848185&doi=10.1109%2facc.2001.946204&partnerID=40&md5=4f9452cf7cf8fe283ddb35614658bfca","Dept. of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States","Nounou, M.N., Dept. of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States; Bakshi, B.R., Dept. of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States; Goel, P.K., Dept. of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States; Shen, X., Dept. of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States","Bayesian estimation is used in this paper to derive a new PCA modeling algorithm that improves the estimation accuracy by incorporating prior knowledge about the data and model. It is shown that the algorithm is more general than existing methods, PCA and MLPCA, and reduces to these techniques when a uniform prior is used. It is also shown that when no external information is available, an empirically estimated prior from the available data can still provide improved accuracy over non-Bayesian methods.",,"Algorithms; Mathematical models; Matrix algebra; Maximum likelihood estimation; Bayesian estimation; Prior density; Principal component analysis",Conference Paper,"Final","",Scopus,2-s2.0-0034848185
"Ungarala S., Bakshi B.R.","6602952379;7004361932;","A multiscale, Bayesian and error-in-variables approach for linear dynamic data rectification",2000,"Computers and Chemical Engineering","24","2-7",,"445","451",,12,"10.1016/S0098-1354(00)00436-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034661201&doi=10.1016%2fS0098-1354%2800%2900436-1&partnerID=40&md5=d67d7f4fc7d396e6edbc9512f4809eb2","Department of Chemical Engineering, Cleveland State University, Cleveland, OH 44115, United States; Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Ungarala, S., Department of Chemical Engineering, Cleveland State University, Cleveland, OH 44115, United States; Bakshi, B.R., Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","A multiscale approach to data rectification is proposed for data containing features with different time and frequency localization. Noisy data are decomposed into contributions at multiple scales and a Bayesian optimization problem is solved to rectify the wavelet coefficients at each scale. A linear dynamic model is used to constrain the optimization problem, which facilitates an error-in-variables (EIV) formulation and reconciles all measured variables. Time-scale recursive algorithms are obtained by propagating the prior with temporal and scale models. The multiscale Kalman filter is a special case of the proposed Bayesian EIV approach. (C) 2000 Elsevier Science Ltd.A multiscale approach to data rectification is proposed for data containing features with different time and frequency localization. Noisy data are decomposed into contributions at multiple scales and a Bayesian optimization problem is solved to rectify the wavelet coefficients at each scale. A linear dynamic model is used to constrain the optimization problem, which facilitates an error-in-variables (EIV) formulation and reconciles all measured variables. Time-scale recursive algorithms are obtained by propagating the prior with temporal and scale models. The multiscale Kalman filter is a special case of the proposed Bayesian EIV approach.","Bayesian; Error-in-variables; Kalman filter; Rectification; Wavelets","Algorithms; Data reduction; Error analysis; Kalman filtering; Mathematical models; Optimization; Problem solving; Recursive functions; Wavelet transforms; Bayesian approach; Data rectification; Linear dynamic model; Computer simulation; algorithm; Bayes theorem; calculation; chemical engineering; conference paper; data analysis; mathematical analysis; mathematical model",Conference Paper,"Final","",Scopus,2-s2.0-0034661201
"Kano M., Nagao K., Hasebe S., Hashimoto I., Ohno H., Strauss R., Bakshi B.","7202715565;55144746300;7102709454;7202397405;7403244661;7202966702;7004361932;","Comparison of statistical process monitoring methods: Application to the eastman challenge problem",2000,"Computers and Chemical Engineering","24","2-7",,"175","181",,67,"10.1016/S0098-1354(00)00509-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034661131&doi=10.1016%2fS0098-1354%2800%2900509-3&partnerID=40&md5=e47c3aae573bee42c0811e8660ae6ce7","Department of Chemical Engineering, Kyoto University, Kyoto, Japan; Department of Chemical Science and Engineering, Kobe University, Kobe, Japan; Department of Chemical Engineering, Ohio State University, Ohio, OH, United States; Department of Chemical Engineering, Ohio State University, 140 W 19th Avenue, Columbus, OH 43210, United States","Kano, M., Department of Chemical Engineering, Kyoto University, Kyoto, Japan, Department of Chemical Engineering, Ohio State University, 140 W 19th Avenue, Columbus, OH 43210, United States; Nagao, K., Department of Chemical Engineering, Kyoto University, Kyoto, Japan; Hasebe, S., Department of Chemical Engineering, Kyoto University, Kyoto, Japan; Hashimoto, I., Department of Chemical Engineering, Kyoto University, Kyoto, Japan; Ohno, H., Department of Chemical Science and Engineering, Kobe University, Kobe, Japan; Strauss, R., Department of Chemical Engineering, Ohio State University, Ohio, OH, United States; Bakshi, B., Department of Chemical Engineering, Ohio State University, Ohio, OH, United States","Multivariate statistical process control (MSPC) has been successfully applied to chemical processes. In order to improve the performance of fault detection, two kinds of advanced methods, known as moving principal component analysis (MPCA) and DISSIM, have been proposed. In MPCA and DISSIM, an abnormal operation can be detected by monitoring the directions of principal components (PCs) and the degree of dissimilarity between data sets, respectively. Another important extension of MSPC was made by using multiscale PCA (MS-PCA). In the present work, the characteristics of several monitoring methods are investigated. The monitoring performances are compared with using simulated data obtained from the Tennessee Eastman process. The results show that the advanced methods can outperform the conventional method. Furthermore, the advantage of MPCA and DISSIM over conventional MSPC (cMSPC) and that of the multiscale method are combined, and the new methods known as MS-MPCA and MS- DISSIM are proposed. (C) 2000 Elsevier Science Ltd.Multivariate statistical process control (MSPC) has been successfully applied to chemical processes. In order to improve the performance of fault detection, two kinds of advanced methods, known as moving principal component analysis (MPCA) and DISSIM, have been proposed. In MPCA and DISSIM, an abnormal operation can be detected by monitoring the directions of principal components (PCs) and the degree of dissimilarity between data sets, respectively. Another important extension of MSPC was made by using multiscale PCA (MS-PCA). In the present work, the characteristics of several monitoring methods are investigated. The monitoring performances are compared with using simulated data obtained from the Tennessee Eastman process. The results show that the advanced methods can outperform the conventional method. Furthermore, the advantage of MPCA and DISSIM over conventional MSPC (cMSPC) and that of the multiscale method are combined, and the new methods known as MS-MPCA and MS-DISSIM are proposed.","Fault detection; Monitoring; Pattern recognition; Principal component analysis; Statistical process control; Wavelet analysis","Algorithms; Chemical operations; Chemical plants; Computer simulation; Failure analysis; Pattern recognition; Statistical methods; Wavelet transforms; Fault detection; Moving principal component analysis; Tennessee Eastman process; Statistical process control; monitoring technique; process control; statistical analysis; conference paper; data analysis; monitoring; multivariate analysis; principal component analysis; simulation; statistical analysis",Conference Paper,"Final","",Scopus,2-s2.0-0034661131
"Bakshi B.R.","7004361932;","A thermodynamic framework for ecologically conscious process systems engineering",2000,"Computers and Chemical Engineering","24","2-7",,"1767","1773",,75,"10.1016/S0098-1354(00)00462-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034661121&doi=10.1016%2fS0098-1354%2800%2900462-2&partnerID=40&md5=0ae14d17116a28f595801b9366e00a50","Department of Chemical Engineering, Ohio State University, 140 West 19th Avenue, Columbus, OH 43210, United States","Bakshi, B.R., Department of Chemical Engineering, Ohio State University, 140 West 19th Avenue, Columbus, OH 43210, United States","Making process systems engineering decisions that are ecologically conscious requires analysis of both industrial and ecological processes. Traditional methods in process engineering usually fall short of meeting this requirement due to considering the environment as secondary to economic objectives. Life cycle assessment and design methods have broadened the scope of traditional methods by considering the environmental impact in the entire life cycle of a product or process. These methods focus primarily on the environmental impact of emissions and ignore the contribution of ecological products and services. This paper presents a thermodynamic approach for including the input from both ecological and economic resources, and for analyzing industrial and ecological processes together. This approach is based on the fact that growth and sustenance of both industrial and ecological processes are limited by the available energy and its conversion to useful work. Thus, the embodied energy (emergy), that is, the energy used directly or indirectly to make a product or service is a measure of ecological cost. Emergy analysis of industrial and ecological processes provides insight into the environmental performance and sustainability of the industrial process or product. Emergy-based life cycle assessment is developed to combine the benefits of both methods. The proposed framework is broadly applicable and is illustrated by the emergy based life cycle assessment of soy bean growth. (C) 2000 Elsevier Science Ltd.Making process systems engineering decisions that are ecologically conscious requires analysis of both industrial and ecological processes. Traditional methods in process engineering usually fall short of meeting this requirement due to considering the environment as secondary to economic objectives. Life cycle assessment and design methods have broadened the scope of traditional methods by considering the environmental impact in the entire life cycle of a product or process. These methods focus primarily on the environmental impact of emissions and ignore the contribution of ecological products and services. This paper presents a thermodynamic approach for including the input from both ecological and economic resources, and for analyzing industrial and ecological processes together. This approach is based on the fact that growth and sustenance of both industrial and ecological processes are limited by the available energy and its conversion to useful work. Thus, the embodied energy (emergy), that is, the energy used directly or indirectly to make a product or service is a measure of ecological cost. Emergy analysis of industrial and ecological processes provides insight into the environmental performance and sustainability of the industrial process or product. Emergy-based life cycle assessment is developed to combine the benefits of both methods. The proposed framework is broadly applicable and is illustrated by the emergy based life cycle assessment of soy bean growth.","Ecosystem services; Emergy; Exergy; Life cycle assessment; Process design; Product assessment","Ecology; Economics; Ecosystems; Environmental impact; Industrial emissions; Life cycle; Risk assessment; Systems engineering; Thermodynamics; Emergy; Life cycle assessment; Process systems engineering; Process engineering; chemical engineering; chemical industry; conference paper; energy; environment; process control; thermodynamics",Conference Paper,"Final","",Scopus,2-s2.0-0034661121
"Nounou M.N., Bakshi B.R.","56904347600;7004361932;","Multiscale methods for denoising and compression",2000,"Data Handling in Science and Technology","22","C",,"119","150",,12,"10.1016/S0922-3487(00)80030-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956727505&doi=10.1016%2fS0922-3487%2800%2980030-1&partnerID=40&md5=ec286e55a9cf683d5f4a1875d9678885","Department of Chemical Engineering, The Ohio State University, OH, United States","Nounou, M.N., Department of Chemical Engineering, The Ohio State University, OH, United States; Bakshi, B.R., Department of Chemical Engineering, The Ohio State University, OH, United States",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-77956727505
"Bakshi B.R.","7004361932;","Chapter 17 Multiscale statistical process control and model-based 0144 0114 denoising",2000,"Data Handling in Science and Technology","22","C",,"411","436",,4,"10.1016/S0922-3487(00)80042-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956722947&doi=10.1016%2fS0922-3487%2800%2980042-8&partnerID=40&md5=e5ecd6111d2bdbf0a61b26eb293ccfe0","Department of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States","Bakshi, B.R., Department of Chemical Engineering, The Ohio State University, Columbus, OH 43210, United States",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-77956722947
"Villars P., Brandenburg K., Berndt M., Leclair S., Jackson A., Pao Y.-H., Igelnik B., Oxley M., Bakshi B., Chen P., Iwata S.","7004197457;7007147552;35333705100;7005884842;7402786136;7103391826;6602691121;7005045889;7004361932;7408353544;35399972700;","Interplay of large materials databases, semi-empirical methods, neuro-computing and first principle calculations for ternary compound former/nonformer prediction",2000,"Engineering Applications of Artificial Intelligence","13","5",,"497","505",,14,"10.1016/S0952-1976(00)00028-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844467939&doi=10.1016%2fS0952-1976%2800%2900028-2&partnerID=40&md5=93f4955640ed9a1261574a48693f9fe8","Material Phases Data System (MPDS), CH-6354, Vitznau, Switzerland; Crystal Impact, Bonn, Germany; Mat. and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, OH, United States; Case Western Reserve University, Cleveland, OH, United States; Air Force Institute of Technology, Wright-Patterson AFB, OH, United States; Ohio State University, Columbus, OH, United States; Wright State University, Fairborn, OH, United States; University of Tokyo, RACE, Tokyo, Japan","Villars, P., Material Phases Data System (MPDS), CH-6354, Vitznau, Switzerland; Brandenburg, K., Crystal Impact, Bonn, Germany; Berndt, M., Crystal Impact, Bonn, Germany; Leclair, S., Mat. and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, OH, United States; Jackson, A., Mat. and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, OH, United States; Pao, Y.-H., Case Western Reserve University, Cleveland, OH, United States; Igelnik, B., Case Western Reserve University, Cleveland, OH, United States; Oxley, M., Air Force Institute of Technology, Wright-Patterson AFB, OH, United States; Bakshi, B., Ohio State University, Columbus, OH, United States; Chen, P., Wright State University, Fairborn, OH, United States; Iwata, S., University of Tokyo, RACE, Tokyo, Japan","A significant breakthrough has been achieved using materials databases, semi-empirical methods and neural networks to aid in the design of new materials. A collaborative, international, team discovered that a non-linear expression involving one elemental property parameter could be used to predict, with 99+% accuracy, the occurrence of a compound for any ternary materials system. This elemental property parameter, referred to as the Mendeleev Number, was conceived by D.G. Pettifor in 1984 to group binary compounds by structure type. The near term significance of this discovery is the obvious savings, in time and resources, relative to assessing the merits of future, yet-to-be-realized, materials systems. In longer term this breakthrough is the basis for both narrowing the search space for potentially beneficial new materials and enabeling the prediction of even more specific materials information such as stoichiometries, crystal structures and intrinsic properties.",,"Computational methods; Crystal structure; Database systems; Neural networks; Stoichiometry; Ternary systems; Mendeleev number; Materials science",Article,"Final","",Scopus,2-s2.0-18844467939
"Davis J.F., Piovoso M.J., Hoo K.A., Bakshi B.R.","24293230200;7004007900;7005264867;7004361932;","Process Data Analysis and Interpretation",1999,"Advances in Chemical Engineering","25","C",,"1","103",,25,"10.1016/S0065-2377(08)60108-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001946783&doi=10.1016%2fS0065-2377%2808%2960108-8&partnerID=40&md5=8d9c093eed556783595a8595d16437e6","Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States; DuPont, Wilmington, DE 19880, United States; Department of Chemical Engineering, University of South Carolina, Columbia, SC 29208, United States; Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Davis, J.F., Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States; Piovoso, M.J., DuPont, Wilmington, DE 19880, United States; Hoo, K.A., Department of Chemical Engineering, University of South Carolina, Columbia, SC 29208, United States; Bakshi, B.R., Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States",[No abstract available],,,Article,"Final","",Scopus,2-s2.0-0001946783
"Bakshi B.R., Utojo U.","7004361932;6506213940;","A common framework for the unification of neural, chemometric and statistical modeling methods",1999,"Analytica Chimica Acta","384","3",,"227","247",,18,"10.1016/S0003-2670(98)00776-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033038859&doi=10.1016%2fS0003-2670%2898%2900776-4&partnerID=40&md5=4a80cd6e7d1f42194f0e0ae5b734812b","Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Bakshi, B.R., Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States; Utojo, U., Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Extraction of empirical models from measured data is essential for several chemometric and engineering tasks. Selection of an appropriate method for a given task requires deep understanding of the characteristics of a variety of empirical modeling methods that have been derived from diverse fields such as statistics, chemometrics, and artificial intelligence. Unfortunately, the necessary insight into the plethora of empirical modeling methods is not easily available, making the selection process subjective and heuristic, often resulting in inferior empirical models. Furthermore, the properties of various methods are complementary, and combining these methods can result in better models. This paper presents a common framework for understanding the similarities and differences between various empirical modeling methods, and for developing hybrid techniques that combine the best properties of existing methods. The framework is based on representing all empirical modeling methods as a weighted sum of basis functions, and comparing various methods depending on decisions about the nature of the input transformation, type of activation functions, and optimization criteria. All empirical modeling methods transform the inputs by projection on a linear or nonlinear hypersurface or by selecting a subset of variables. The activation functions are of fixed or adaptive shape, and the optimization criteria for determining the model parameters are based on either the input space only, or both input and output space. An overview of several popular methods and an illustrative example are presented to enhance the insight into empirical modeling methods provided by the common framework. Copyright (C) 1999 Elsevier Science B.V.","Empirical modeling; Linear regression; Neural networks; Nonlinear regression","artificial neural network; chemometric analysis; methodology; model; prediction; priority journal; regression analysis; review; statistical analysis",Article,"Final","",Scopus,2-s2.0-0033038859
"Nounou M.N., Bakshi B.R.","56904347600;7004361932;","On-line multiscale filtering of random and gross errors without process models",1999,"AIChE Journal","45","5",,"1041","1058",,103,"10.1002/aic.690450513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032943498&doi=10.1002%2faic.690450513&partnerID=40&md5=f30091f2b2a47ae6d5985b8da20ec3f1","Dept. of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Nounou, M.N., Dept. of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States; Bakshi, B.R., Dept. of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Data Rectification by univariate filtering is popular for processes lacking an accurate model. Linear filters are most popular for online filtering; however, they are single-scale best suited for rectifying data containing features and noise that are at the same resolution in time and frequency. Consequently, for multiscale data, linear filters are forced to trade off the extent of noise removal with the accuracy of the features retained. In contrast, nonlinear filtering methods, such as FMH and wavelet thresholding, are multiscale, but they cannot be used for online rectification. A technique is presented for online nonlinear filtering based on wavelet thresholding. OLMS rectification applies wavelet thresholding to data in a moving window of dyadic length to remove random errors. Gross errors are removed by combining wavelet thresholding with multiscale median filtering. Theoretical analysis shows that OLMS rectification using Haar wavelets subsumes mean filters of dyadic length, while rectification with smoother boundary corrected wavelets is analogous to adaptive exponential smoothing. If the rectified measurements are not needed online, the quality of rectification can be further improved by averaging the rectified signals in each window, overcoming the boundary effects encountered in TI rectification. Synthetic and industrial data show the benefits of the online multiscale and boundary corrected translation invariant rectification methods.Data Rectification by univariate filtering is popular for processes lacking an accurate model. Linear filters are most popular for online filtering; however, they are single-scale best suited for rectifying data containing features and noise that are at the same resolution in time and frequency. Consequently, for multiscale data, linear filters are forced to trade off the extent of noise removal with the accuracy of the features retained. In contrast, nonlinear filtering methods, such as FMH and wavelet thresholding, are multiscale, but they cannot be used for online rectification. A technique is presented for online nonlinear filtering based on wavelet thresholding. OLMS rectification applies wavelet thresholding to data in a moving window of dyadic length to remove random errors. Gross errors are removed by combining wavelet thresholding with multiscale median filtering. Theoretical analysis shows that OLMS rectification using Haar wavelets subsumes mean filters of dyadic length, while rectification with smoother boundary corrected wavelets is analogous to adaptive exponential smoothing. If the rectified measurements are not needed online, the quality of rectification can be further improved by averaging the rectified signals in each window, overcoming the boundary effects encountered in TI rectification. Synthetic and industrial data show the benefits of the online multiscale and boundary corrected translation invariant rectification methods.",,"Error analysis; Nonlinear filtering; Random errors; Data rectification; Haar wavelets; Wavelet thresholding; Process engineering; chemical engineering; error; model; process control; review; technique",Review,"Final","",Scopus,2-s2.0-0032943498
"Bakshi B.R.","7004361932;","Multiscale analysis and modeling using wavelets",1999,"Journal of Chemometrics","13","3-4",,"415","434",,151,"10.1002/(sici)1099-128x(199905/08)13:3/4<415::aid-cem544>3.3.co;2-#","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000307067&doi=10.1002%2f%28sici%291099-128x%28199905%2f08%2913%3a3%2f4%3c415%3a%3aaid-cem544%3e3.3.co%3b2-%23&partnerID=40&md5=f00782a41010433d46e47554f9f8307d","Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Bakshi, B.R., Department of Chemical Engineering, Ohio State University, Columbus, OH 43210, United States","Measured data from most processes are inherently multiscale in nature owing to contributions from events occurring at different locations and with different localization in time and frequency. Consequently, data analysis and modeling methods that represent the measured variables at multiple scales are better suited for extracting information from measured data than methods that represent the variables at a single scale. This paper presents an overview of multiscale data analysis and empirical modeling methods based on wavelet analysis. These methods exploit the ability of wavelets to extract events at different scales, compress deterministic features in a small number of relatively large coefficients, and approximately decorrelate a variety of stochastic processes. Multiscale data analysis methods for off-line and on-line removal of Gaussian stationary noise eliminate coefficients smaller than a threshold. These methods are extended to removing non-Gaussian errors by combining them with multiscale median filtering. Multiscale empirical modeling methods simultaneously select the most relevant features while determining the model parameters, and may provide more accurate and physically interpretable models. Copyright © 1999 John Wiley & Sons, Ltd.","Filtering; Multiscale methods; Noise removal; Regression; Wavelets",,Article,"Final","",Scopus,2-s2.0-0000307067
